Sample in Buffer,Sample in Window,TRIGGER,dbg_pc[14:0],dbg_rstn,dbg_uart_addr,dbg_uart_tx_pre,dbg_uart_tx_valid,trap_trigger,reg_dec_pc[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
2344,2344,0,00ac,1,0,1,0,0,000000a4
2345,2345,0,00ac,1,0,1,0,0,000000a4
2346,2346,0,00ac,1,0,1,0,0,000000a4
2347,2347,0,00b0,1,0,1,0,0,000000a8
2348,2348,0,00b4,1,0,1,0,0,000000ac
2349,2349,0,0054,1,0,1,0,0,000000ac
2350,2350,0,0058,1,0,1,0,0,00000000
2351,2351,0,005c,1,0,1,0,0,00000054
2352,2352,0,0068,1,0,1,0,0,00000054
2353,2353,0,006c,1,0,1,0,0,00000000
2354,2354,0,0070,1,0,1,0,0,00000068
2355,2355,0,0070,1,0,1,0,0,00000068
2356,2356,0,0070,1,0,1,0,0,00000068
2357,2357,0,0074,1,0,1,0,0,0000006c
2358,2358,0,0078,1,0,1,0,0,00000070
2359,2359,0,007c,1,0,1,0,0,00000074
2360,2360,0,0080,1,0,1,0,0,00000078
2361,2361,0,0084,1,0,1,0,0,0000007c
2362,2362,0,0088,1,0,1,0,0,00000080
2363,2363,0,008c,1,0,1,0,0,00000084
2364,2364,0,0090,1,0,1,0,0,00000088
2365,2365,0,0090,1,0,1,0,0,00000088
2366,2366,0,0090,1,0,1,0,0,00000088
2367,2367,0,0094,1,0,1,0,0,0000008c
2368,2368,0,0094,1,0,1,0,0,0000008c
2369,2369,0,0098,1,0,1,0,0,00000090
2370,2370,0,009c,1,0,1,0,0,00000094
2371,2371,0,00a0,1,0,1,0,0,00000098
2372,2372,0,00a4,1,0,1,0,0,0000009c
2373,2373,0,00a8,1,0,1,0,0,000000a0
2374,2374,0,00ac,1,0,1,0,0,000000a4
2375,2375,0,00ac,1,0,1,0,0,000000a4
2376,2376,0,00ac,1,0,1,0,0,000000a4
2377,2377,0,00b0,1,0,1,0,0,000000a8
2378,2378,0,00b4,1,0,1,0,0,000000ac
2379,2379,0,0054,1,0,1,0,0,000000ac
2380,2380,0,0058,1,0,1,0,0,00000000
2381,2381,0,005c,1,0,1,0,0,00000054
2382,2382,0,0068,1,0,1,0,0,00000054
2383,2383,0,006c,1,0,1,0,0,00000000
2384,2384,0,0070,1,0,1,0,0,00000068
2385,2385,0,0070,1,0,1,0,0,00000068
2386,2386,0,0070,1,0,1,0,0,00000068
2387,2387,0,0074,1,0,1,0,0,0000006c
2388,2388,0,0078,1,0,1,0,0,00000070
2389,2389,0,007c,1,0,1,0,0,00000074
2390,2390,0,0080,1,0,1,0,0,00000078
2391,2391,0,0084,1,0,1,0,0,0000007c
2392,2392,0,0088,1,0,1,0,0,00000080
2393,2393,0,008c,1,0,1,0,0,00000084
2394,2394,0,0090,1,0,1,0,0,00000088
2395,2395,0,0090,1,0,1,0,0,00000088
2396,2396,0,0090,1,0,1,0,0,00000088
2397,2397,0,0094,1,0,1,0,0,0000008c
2398,2398,0,0094,1,0,1,0,0,0000008c
2399,2399,0,0098,1,0,1,0,0,00000090
2400,2400,0,009c,1,0,1,0,0,00000094
2401,2401,0,00a0,1,0,1,0,0,00000098
2402,2402,0,00a4,1,0,1,0,0,0000009c
2403,2403,0,00a8,1,0,1,0,0,000000a0
2404,2404,0,00ac,1,0,1,0,0,000000a4
2405,2405,0,00ac,1,0,1,0,0,000000a4
2406,2406,0,00ac,1,0,1,0,0,000000a4
2407,2407,0,00b0,1,0,1,0,0,000000a8
2408,2408,0,00b4,1,0,1,0,0,000000ac
2409,2409,0,0054,1,0,1,0,0,000000ac
2410,2410,0,0058,1,0,1,0,0,00000000
2411,2411,0,005c,1,0,1,0,0,00000054
2412,2412,0,0068,1,0,1,0,0,00000054
2413,2413,0,006c,1,0,1,0,0,00000000
2414,2414,0,0070,1,0,1,0,0,00000068
2415,2415,0,0070,1,0,1,0,0,00000068
2416,2416,0,0070,1,0,1,0,0,00000068
2417,2417,0,0074,1,0,1,0,0,0000006c
2418,2418,0,0078,1,0,1,0,0,00000070
2419,2419,0,007c,1,0,1,0,0,00000074
2420,2420,0,0080,1,0,1,0,0,00000078
2421,2421,0,0084,1,0,1,0,0,0000007c
2422,2422,0,0088,1,0,1,0,0,00000080
2423,2423,0,008c,1,0,1,0,0,00000084
2424,2424,0,0090,1,0,1,0,0,00000088
2425,2425,0,0090,1,0,1,0,0,00000088
2426,2426,0,0090,1,0,1,0,0,00000088
2427,2427,0,0094,1,0,1,0,0,0000008c
2428,2428,0,0094,1,0,1,0,0,0000008c
2429,2429,0,0098,1,0,1,0,0,00000090
2430,2430,0,009c,1,0,1,0,0,00000094
2431,2431,0,00a0,1,0,1,0,0,00000098
2432,2432,0,00a4,1,0,1,0,0,0000009c
2433,2433,0,00a8,1,0,1,0,0,000000a0
2434,2434,0,00ac,1,0,1,0,0,000000a4
2435,2435,0,00ac,1,0,1,0,0,000000a4
2436,2436,0,00ac,1,0,1,0,0,000000a4
2437,2437,0,00b0,1,0,1,0,0,000000a8
2438,2438,0,00b4,1,0,1,0,0,000000ac
2439,2439,0,0054,1,0,1,0,0,000000ac
2440,2440,0,0058,1,0,1,0,0,00000000
2441,2441,0,005c,1,0,1,0,0,00000054
2442,2442,0,0068,1,0,1,0,0,00000054
2443,2443,0,006c,1,0,1,0,0,00000000
2444,2444,0,0070,1,0,1,0,0,00000068
2445,2445,0,0070,1,0,1,0,0,00000068
2446,2446,0,0070,1,0,1,0,0,00000068
2447,2447,0,0074,1,0,1,0,0,0000006c
2448,2448,0,0078,1,0,1,0,0,00000070
2449,2449,0,007c,1,0,1,0,0,00000074
2450,2450,0,0080,1,0,1,0,0,00000078
2451,2451,0,0084,1,0,1,0,0,0000007c
2452,2452,0,0088,1,0,1,0,0,00000080
2453,2453,0,008c,1,0,1,0,0,00000084
2454,2454,0,0090,1,0,1,0,0,00000088
2455,2455,0,0090,1,0,1,0,0,00000088
2456,2456,0,0090,1,0,1,0,0,00000088
2457,2457,0,0094,1,0,1,0,0,0000008c
2458,2458,0,0094,1,0,1,0,0,0000008c
2459,2459,0,0098,1,0,1,0,0,00000090
2460,2460,0,009c,1,0,1,0,0,00000094
2461,2461,0,00a0,1,0,1,0,0,00000098
2462,2462,0,00a4,1,0,1,0,0,0000009c
2463,2463,0,00a8,1,0,1,0,0,000000a0
2464,2464,0,00ac,1,0,1,0,0,000000a4
2465,2465,0,00ac,1,0,1,0,0,000000a4
2466,2466,0,00ac,1,0,1,0,0,000000a4
2467,2467,0,00b0,1,0,1,0,0,000000a8
2468,2468,0,00b4,1,0,1,0,0,000000ac
2469,2469,0,0054,1,0,1,0,0,000000ac
2470,2470,0,0058,1,0,1,0,0,00000000
2471,2471,0,005c,1,0,1,0,0,00000054
2472,2472,0,0068,1,0,1,0,0,00000054
2473,2473,0,006c,1,0,1,0,0,00000000
2474,2474,0,0070,1,0,1,0,0,00000068
2475,2475,0,0070,1,0,1,0,0,00000068
2476,2476,0,0070,1,0,1,0,0,00000068
2477,2477,0,0074,1,0,1,0,0,0000006c
2478,2478,0,0078,1,0,1,0,0,00000070
2479,2479,0,007c,1,0,1,0,0,00000074
2480,2480,0,0080,1,0,1,0,0,00000078
2481,2481,0,0084,1,0,1,0,0,0000007c
2482,2482,0,0088,1,0,1,0,0,00000080
2483,2483,0,008c,1,0,1,0,0,00000084
2484,2484,0,0090,1,0,1,0,0,00000088
2485,2485,0,0090,1,0,1,0,0,00000088
2486,2486,0,0090,1,0,1,0,0,00000088
2487,2487,0,0094,1,0,1,0,0,0000008c
2488,2488,0,0094,1,0,1,0,0,0000008c
2489,2489,0,0098,1,0,1,0,0,00000090
2490,2490,0,009c,1,0,1,0,0,00000094
2491,2491,0,00a0,1,0,1,0,0,00000098
2492,2492,0,00a4,1,0,1,0,0,0000009c
2493,2493,0,00a8,1,0,1,0,0,000000a0
2494,2494,0,00ac,1,0,1,0,0,000000a4
2495,2495,0,00ac,1,0,1,0,0,000000a4
2496,2496,0,00ac,1,0,1,0,0,000000a4
2497,2497,0,00b0,1,0,1,0,0,000000a8
2498,2498,0,00b4,1,0,1,0,0,000000ac
2499,2499,0,0054,1,0,1,0,0,000000ac
2500,2500,0,0058,1,0,1,0,0,00000000
2501,2501,0,005c,1,0,1,0,0,00000054
2502,2502,0,0068,1,0,1,0,0,00000054
2503,2503,0,006c,1,0,1,0,0,00000000
2504,2504,0,0070,1,0,1,0,0,00000068
2505,2505,0,0070,1,0,1,0,0,00000068
2506,2506,0,0070,1,0,1,0,0,00000068
2507,2507,0,0074,1,0,1,0,0,0000006c
2508,2508,0,0078,1,0,1,0,0,00000070
2509,2509,0,007c,1,0,1,0,0,00000074
2510,2510,0,0080,1,0,1,0,0,00000078
2511,2511,0,0084,1,0,1,0,0,0000007c
2512,2512,0,0088,1,0,1,0,0,00000080
2513,2513,0,008c,1,0,1,0,0,00000084
2514,2514,0,0090,1,0,1,0,0,00000088
2515,2515,0,0090,1,0,1,0,0,00000088
2516,2516,0,0090,1,0,1,0,0,00000088
2517,2517,0,0094,1,0,1,0,0,0000008c
2518,2518,0,0094,1,0,1,0,0,0000008c
2519,2519,0,0098,1,0,1,0,0,00000090
2520,2520,0,009c,1,0,1,0,0,00000094
2521,2521,0,00a0,1,0,1,0,0,00000098
2522,2522,0,00a4,1,0,1,0,0,0000009c
2523,2523,0,00a8,1,0,1,0,0,000000a0
2524,2524,0,00ac,1,0,1,0,0,000000a4
2525,2525,0,00ac,1,0,1,0,0,000000a4
2526,2526,0,00ac,1,0,1,0,0,000000a4
2527,2527,0,00b0,1,0,1,0,0,000000a8
2528,2528,0,00b4,1,0,1,0,0,000000ac
2529,2529,0,0054,1,0,1,0,0,000000ac
2530,2530,0,0058,1,0,1,0,0,00000000
2531,2531,0,005c,1,0,1,0,0,00000054
2532,2532,0,0068,1,0,1,0,0,00000054
2533,2533,0,006c,1,0,1,0,0,00000000
2534,2534,0,0070,1,0,1,0,0,00000068
2535,2535,0,0070,1,0,1,0,0,00000068
2536,2536,0,0070,1,0,1,0,0,00000068
2537,2537,0,0074,1,0,1,0,0,0000006c
2538,2538,0,0078,1,0,1,0,0,00000070
2539,2539,0,007c,1,0,1,0,0,00000074
2540,2540,0,0080,1,0,1,0,0,00000078
2541,2541,0,0084,1,0,1,0,0,0000007c
2542,2542,0,0088,1,0,1,0,0,00000080
2543,2543,0,008c,1,0,1,0,0,00000084
2544,2544,0,0090,1,0,1,0,0,00000088
2545,2545,0,0090,1,0,1,0,0,00000088
2546,2546,0,0090,1,0,1,0,0,00000088
2547,2547,0,0094,1,0,1,0,0,0000008c
2548,2548,0,0094,1,0,1,0,0,0000008c
2549,2549,0,0098,1,0,1,0,0,00000090
2550,2550,0,009c,1,0,1,0,0,00000094
2551,2551,0,00a0,1,0,1,0,0,00000098
2552,2552,0,00a4,1,0,1,0,0,0000009c
2553,2553,0,00a8,1,0,1,0,0,000000a0
2554,2554,0,00ac,1,0,1,0,0,000000a4
2555,2555,0,00ac,1,0,1,0,0,000000a4
2556,2556,0,00ac,1,0,1,0,0,000000a4
2557,2557,0,00b0,1,0,1,0,0,000000a8
2558,2558,0,00b4,1,0,1,0,0,000000ac
2559,2559,0,0054,1,0,1,0,0,000000ac
2560,2560,0,0058,1,0,1,0,0,00000000
2561,2561,0,005c,1,0,1,0,0,00000054
2562,2562,0,0068,1,0,1,0,0,00000054
2563,2563,0,006c,1,0,1,0,0,00000000
2564,2564,0,0070,1,0,1,0,0,00000068
2565,2565,0,0070,1,0,1,0,0,00000068
2566,2566,0,0070,1,0,1,0,0,00000068
2567,2567,0,0074,1,0,1,0,0,0000006c
2568,2568,0,0078,1,0,1,0,0,00000070
2569,2569,0,007c,1,0,1,0,0,00000074
2570,2570,0,0080,1,0,1,0,0,00000078
2571,2571,0,0084,1,0,1,0,0,0000007c
2572,2572,0,0088,1,0,1,0,0,00000080
2573,2573,0,008c,1,0,1,0,0,00000084
2574,2574,0,0090,1,0,1,0,0,00000088
2575,2575,0,0090,1,0,1,0,0,00000088
2576,2576,0,0090,1,0,1,0,0,00000088
2577,2577,0,0094,1,0,1,0,0,0000008c
2578,2578,0,0094,1,0,1,0,0,0000008c
2579,2579,0,0098,1,0,1,0,0,00000090
2580,2580,0,009c,1,0,1,0,0,00000094
2581,2581,0,00a0,1,0,1,0,0,00000098
2582,2582,0,00a4,1,0,1,0,0,0000009c
2583,2583,0,00a8,1,0,1,0,0,000000a0
2584,2584,0,00ac,1,0,1,0,0,000000a4
2585,2585,0,00ac,1,0,1,0,0,000000a4
2586,2586,0,00ac,1,0,1,0,0,000000a4
2587,2587,0,00b0,1,0,1,0,0,000000a8
2588,2588,0,00b4,1,0,1,0,0,000000ac
2589,2589,0,0054,1,0,1,0,0,000000ac
2590,2590,0,0058,1,0,1,0,0,00000000
2591,2591,0,005c,1,0,1,0,0,00000054
2592,2592,0,0068,1,0,1,0,0,00000054
2593,2593,0,006c,1,0,1,0,0,00000000
2594,2594,0,0070,1,0,1,0,0,00000068
2595,2595,0,0070,1,0,1,0,0,00000068
2596,2596,0,0070,1,0,1,0,0,00000068
2597,2597,0,0074,1,0,1,0,0,0000006c
2598,2598,0,0078,1,0,1,0,0,00000070
2599,2599,0,007c,1,0,1,0,0,00000074
2600,2600,0,0080,1,0,1,0,0,00000078
2601,2601,0,0084,1,0,1,0,0,0000007c
2602,2602,0,0088,1,0,1,0,0,00000080
2603,2603,0,008c,1,0,1,0,0,00000084
2604,2604,0,0090,1,0,1,0,0,00000088
2605,2605,0,0090,1,0,1,0,0,00000088
2606,2606,0,0090,1,0,1,0,0,00000088
2607,2607,0,0094,1,0,1,0,0,0000008c
2608,2608,0,0094,1,0,1,0,0,0000008c
2609,2609,0,0098,1,0,1,0,0,00000090
2610,2610,0,009c,1,0,1,0,0,00000094
2611,2611,0,00a0,1,0,1,0,0,00000098
2612,2612,0,00a4,1,0,1,0,0,0000009c
2613,2613,0,00a8,1,0,1,0,0,000000a0
2614,2614,0,00ac,1,0,1,0,0,000000a4
2615,2615,0,00ac,1,0,1,0,0,000000a4
2616,2616,0,00ac,1,0,1,0,0,000000a4
2617,2617,0,00b0,1,0,1,0,0,000000a8
2618,2618,0,00b4,1,0,1,0,0,000000ac
2619,2619,0,0054,1,0,1,0,0,000000ac
2620,2620,0,0058,1,0,1,0,0,00000000
2621,2621,0,005c,1,0,1,0,0,00000054
2622,2622,0,0068,1,0,1,0,0,00000054
2623,2623,0,006c,1,0,1,0,0,00000000
2624,2624,0,0070,1,0,1,0,0,00000068
2625,2625,0,0070,1,0,1,0,0,00000068
2626,2626,0,0070,1,0,1,0,0,00000068
2627,2627,0,0074,1,0,1,0,0,0000006c
2628,2628,0,0078,1,0,1,0,0,00000070
2629,2629,0,007c,1,0,1,0,0,00000074
2630,2630,0,0080,1,0,1,0,0,00000078
2631,2631,0,0084,1,0,1,0,0,0000007c
2632,2632,0,0088,1,0,1,0,0,00000080
2633,2633,0,008c,1,0,1,0,0,00000084
2634,2634,0,0090,1,0,1,0,0,00000088
2635,2635,0,0090,1,0,1,0,0,00000088
2636,2636,0,0090,1,0,1,0,0,00000088
2637,2637,0,0094,1,0,1,0,0,0000008c
2638,2638,0,0094,1,0,1,0,0,0000008c
2639,2639,0,0098,1,0,1,0,0,00000090
2640,2640,0,009c,1,0,1,0,0,00000094
2641,2641,0,00a0,1,0,1,0,0,00000098
2642,2642,0,00a4,1,0,1,0,0,0000009c
2643,2643,0,00a8,1,0,1,0,0,000000a0
2644,2644,0,00ac,1,0,1,0,0,000000a4
2645,2645,0,00ac,1,0,1,0,0,000000a4
2646,2646,0,00ac,1,0,1,0,0,000000a4
2647,2647,0,00b0,1,0,1,0,0,000000a8
2648,2648,0,00b4,1,0,1,0,0,000000ac
2649,2649,0,0054,1,0,1,0,0,000000ac
2650,2650,0,0058,1,0,1,0,0,00000000
2651,2651,0,005c,1,0,1,0,0,00000054
2652,2652,0,0068,1,0,1,0,0,00000054
2653,2653,0,006c,1,0,1,0,0,00000000
2654,2654,0,0070,1,0,1,0,0,00000068
2655,2655,0,0070,1,0,1,0,0,00000068
2656,2656,0,0070,1,0,1,0,0,00000068
2657,2657,0,0074,1,0,1,0,0,0000006c
2658,2658,0,0078,1,0,1,0,0,00000070
2659,2659,0,007c,1,0,1,0,0,00000074
2660,2660,0,0080,1,0,1,0,0,00000078
2661,2661,0,0084,1,0,1,0,0,0000007c
2662,2662,0,0088,1,0,1,0,0,00000080
2663,2663,0,008c,1,0,1,0,0,00000084
2664,2664,0,0090,1,0,1,0,0,00000088
2665,2665,0,0090,1,0,1,0,0,00000088
2666,2666,0,0090,1,0,1,0,0,00000088
2667,2667,0,0094,1,0,1,0,0,0000008c
2668,2668,0,0094,1,0,1,0,0,0000008c
2669,2669,0,0098,1,0,1,0,0,00000090
2670,2670,0,009c,1,0,1,0,0,00000094
2671,2671,0,00a0,1,0,1,0,0,00000098
2672,2672,0,00a4,1,0,1,0,0,0000009c
2673,2673,0,00a8,1,0,1,0,0,000000a0
2674,2674,0,00ac,1,0,1,0,0,000000a4
2675,2675,0,00ac,1,0,1,0,0,000000a4
2676,2676,0,00ac,1,0,1,0,0,000000a4
2677,2677,0,00b0,1,0,1,0,0,000000a8
2678,2678,0,00b4,1,0,1,0,0,000000ac
2679,2679,0,0054,1,0,1,0,0,000000ac
2680,2680,0,0058,1,0,1,0,0,00000000
2681,2681,0,005c,1,0,1,0,0,00000054
2682,2682,0,0068,1,0,1,0,0,00000054
2683,2683,0,006c,1,0,1,0,0,00000000
2684,2684,0,0070,1,0,1,0,0,00000068
2685,2685,0,0070,1,0,1,0,0,00000068
2686,2686,0,0070,1,0,1,0,0,00000068
2687,2687,0,0074,1,0,1,0,0,0000006c
2688,2688,0,0078,1,0,1,0,0,00000070
2689,2689,0,007c,1,0,1,0,0,00000074
2690,2690,0,0080,1,0,1,0,0,00000078
2691,2691,0,0084,1,0,1,0,0,0000007c
2692,2692,0,0088,1,0,1,0,0,00000080
2693,2693,0,008c,1,0,1,0,0,00000084
2694,2694,0,0090,1,0,1,0,0,00000088
2695,2695,0,0090,1,0,1,0,0,00000088
2696,2696,0,0090,1,0,1,0,0,00000088
2697,2697,0,0094,1,0,1,0,0,0000008c
2698,2698,0,0094,1,0,1,0,0,0000008c
2699,2699,0,0098,1,0,1,0,0,00000090
2700,2700,0,009c,1,0,1,0,0,00000094
2701,2701,0,00a0,1,0,1,0,0,00000098
2702,2702,0,00a4,1,0,1,0,0,0000009c
2703,2703,0,00a8,1,0,1,0,0,000000a0
2704,2704,0,00ac,1,0,1,0,0,000000a4
2705,2705,0,00ac,1,0,1,0,0,000000a4
2706,2706,0,00ac,1,0,1,0,0,000000a4
2707,2707,0,00b0,1,0,1,0,0,000000a8
2708,2708,0,00b4,1,0,1,0,0,000000ac
2709,2709,0,0054,1,0,1,0,0,000000ac
2710,2710,0,0058,1,0,1,0,0,00000000
2711,2711,0,005c,1,0,1,0,0,00000054
2712,2712,0,0068,1,0,1,0,0,00000054
2713,2713,0,006c,1,0,1,0,0,00000000
2714,2714,0,0070,1,0,1,0,0,00000068
2715,2715,0,0070,1,0,1,0,0,00000068
2716,2716,0,0070,1,0,1,0,0,00000068
2717,2717,0,0074,1,0,1,0,0,0000006c
2718,2718,0,0078,1,0,1,0,0,00000070
2719,2719,0,007c,1,0,1,0,0,00000074
2720,2720,0,0080,1,0,1,0,0,00000078
2721,2721,0,0084,1,0,1,0,0,0000007c
2722,2722,0,0088,1,0,1,0,0,00000080
2723,2723,0,008c,1,0,1,0,0,00000084
2724,2724,0,0090,1,0,1,0,0,00000088
2725,2725,0,0090,1,0,1,0,0,00000088
2726,2726,0,0090,1,0,1,0,0,00000088
2727,2727,0,0094,1,0,1,0,0,0000008c
2728,2728,0,0094,1,0,1,0,0,0000008c
2729,2729,0,0098,1,0,1,0,0,00000090
2730,2730,0,009c,1,0,1,0,0,00000094
2731,2731,0,00a0,1,0,1,0,0,00000098
2732,2732,0,00a4,1,0,1,0,0,0000009c
2733,2733,0,00a8,1,0,1,0,0,000000a0
2734,2734,0,00ac,1,0,1,0,0,000000a4
2735,2735,0,00ac,1,0,1,0,0,000000a4
2736,2736,0,00ac,1,0,1,0,0,000000a4
2737,2737,0,00b0,1,0,1,0,0,000000a8
2738,2738,0,00b4,1,0,1,0,0,000000ac
2739,2739,0,0054,1,0,1,0,0,000000ac
2740,2740,0,0058,1,0,1,0,0,00000000
2741,2741,0,005c,1,0,1,0,0,00000054
2742,2742,0,0068,1,0,1,0,0,00000054
2743,2743,0,006c,1,0,1,0,0,00000000
2744,2744,0,0070,1,0,1,0,0,00000068
2745,2745,0,0070,1,0,1,0,0,00000068
2746,2746,0,0070,1,0,1,0,0,00000068
2747,2747,0,0074,1,0,1,0,0,0000006c
2748,2748,0,0078,1,0,1,0,0,00000070
2749,2749,0,007c,1,0,1,0,0,00000074
2750,2750,0,0080,1,0,1,0,0,00000078
2751,2751,0,0084,1,0,1,0,0,0000007c
2752,2752,0,0088,1,0,1,0,0,00000080
2753,2753,0,008c,1,0,1,0,0,00000084
2754,2754,0,0090,1,0,1,0,0,00000088
2755,2755,0,0090,1,0,1,0,0,00000088
2756,2756,0,0090,1,0,1,0,0,00000088
2757,2757,0,0094,1,0,1,0,0,0000008c
2758,2758,0,0094,1,0,1,0,0,0000008c
2759,2759,0,0098,1,0,1,0,0,00000090
2760,2760,0,009c,1,0,1,0,0,00000094
2761,2761,0,00a0,1,0,1,0,0,00000098
2762,2762,0,00a4,1,0,1,0,0,0000009c
2763,2763,0,00a8,1,0,1,0,0,000000a0
2764,2764,0,00ac,1,0,1,0,0,000000a4
2765,2765,0,00ac,1,0,1,0,0,000000a4
2766,2766,0,00ac,1,0,1,0,0,000000a4
2767,2767,0,00b0,1,0,1,0,0,000000a8
2768,2768,0,00b4,1,0,1,0,0,000000ac
2769,2769,0,0054,1,0,1,0,0,000000ac
2770,2770,0,0058,1,0,1,0,0,00000000
2771,2771,0,005c,1,0,1,0,0,00000054
2772,2772,0,0068,1,0,1,0,0,00000054
2773,2773,0,006c,1,0,1,0,0,00000000
2774,2774,0,0070,1,0,1,0,0,00000068
2775,2775,0,0070,1,0,1,0,0,00000068
2776,2776,0,0070,1,0,1,0,0,00000068
2777,2777,0,0074,1,0,1,0,0,0000006c
2778,2778,0,0078,1,0,1,0,0,00000070
2779,2779,0,007c,1,0,1,0,0,00000074
2780,2780,0,0080,1,0,1,0,0,00000078
2781,2781,0,0084,1,0,1,0,0,0000007c
2782,2782,0,0088,1,0,1,0,0,00000080
2783,2783,0,008c,1,0,1,0,0,00000084
2784,2784,0,0090,1,0,1,0,0,00000088
2785,2785,0,0090,1,0,1,0,0,00000088
2786,2786,0,0090,1,0,1,0,0,00000088
2787,2787,0,0094,1,0,1,0,0,0000008c
2788,2788,0,0094,1,0,1,0,0,0000008c
2789,2789,0,0098,1,0,1,0,0,00000090
2790,2790,0,009c,1,0,1,0,0,00000094
2791,2791,0,00a0,1,0,1,0,0,00000098
2792,2792,0,00a4,1,0,1,0,0,0000009c
2793,2793,0,00a8,1,0,1,0,0,000000a0
2794,2794,0,00ac,1,0,1,0,0,000000a4
2795,2795,0,00ac,1,0,1,0,0,000000a4
2796,2796,0,00ac,1,0,1,0,0,000000a4
2797,2797,0,00b0,1,0,1,0,0,000000a8
2798,2798,0,00b4,1,0,1,0,0,000000ac
2799,2799,0,0054,1,0,1,0,0,000000ac
2800,2800,0,0058,1,0,1,0,0,00000000
2801,2801,0,005c,1,0,1,0,0,00000054
2802,2802,0,0068,1,0,1,0,0,00000054
2803,2803,0,006c,1,0,1,0,0,00000000
2804,2804,0,0070,1,0,1,0,0,00000068
2805,2805,0,0070,1,0,1,0,0,00000068
2806,2806,0,0070,1,0,1,0,0,00000068
2807,2807,0,0074,1,0,1,0,0,0000006c
2808,2808,0,0078,1,0,1,0,0,00000070
2809,2809,0,007c,1,0,1,0,0,00000074
2810,2810,0,0080,1,0,1,0,0,00000078
2811,2811,0,0084,1,0,1,0,0,0000007c
2812,2812,0,0088,1,0,1,0,0,00000080
2813,2813,0,008c,1,0,1,0,0,00000084
2814,2814,0,0090,1,0,1,0,0,00000088
2815,2815,0,0090,1,0,1,0,0,00000088
2816,2816,0,0090,1,0,1,0,0,00000088
2817,2817,0,0094,1,0,1,0,0,0000008c
2818,2818,0,0094,1,0,1,0,0,0000008c
2819,2819,0,0098,1,0,1,0,0,00000090
2820,2820,0,009c,1,0,1,0,0,00000094
2821,2821,0,00a0,1,0,1,0,0,00000098
2822,2822,0,00a4,1,0,1,0,0,0000009c
2823,2823,0,00a8,1,0,1,0,0,000000a0
2824,2824,0,00ac,1,0,1,0,0,000000a4
2825,2825,0,00ac,1,0,1,0,0,000000a4
2826,2826,0,00ac,1,0,1,0,0,000000a4
2827,2827,0,00b0,1,0,1,0,0,000000a8
2828,2828,0,00b4,1,0,1,0,0,000000ac
2829,2829,0,0054,1,0,1,0,0,000000ac
2830,2830,0,0058,1,0,1,0,0,00000000
2831,2831,0,005c,1,0,1,0,0,00000054
2832,2832,0,0068,1,0,1,0,0,00000054
2833,2833,0,006c,1,0,1,0,0,00000000
2834,2834,0,0070,1,0,1,0,0,00000068
2835,2835,0,0070,1,0,1,0,0,00000068
2836,2836,0,0070,1,0,1,0,0,00000068
2837,2837,0,0074,1,0,1,0,0,0000006c
2838,2838,0,0078,1,0,1,0,0,00000070
2839,2839,0,007c,1,0,1,0,0,00000074
2840,2840,0,0080,1,0,1,0,0,00000078
2841,2841,0,0084,1,0,1,0,0,0000007c
2842,2842,0,0088,1,0,1,0,0,00000080
2843,2843,0,008c,1,0,1,0,0,00000084
2844,2844,0,0090,1,0,1,0,0,00000088
2845,2845,0,0090,1,0,1,0,0,00000088
2846,2846,0,0090,1,0,1,0,0,00000088
2847,2847,0,0094,1,0,1,0,0,0000008c
2848,2848,0,0094,1,0,1,0,0,0000008c
2849,2849,0,0098,1,0,1,0,0,00000090
2850,2850,0,009c,1,0,1,0,0,00000094
2851,2851,0,00a0,1,0,1,0,0,00000098
2852,2852,0,00a4,1,0,1,0,0,0000009c
2853,2853,0,00a8,1,0,1,0,0,000000a0
2854,2854,0,00ac,1,0,1,0,0,000000a4
2855,2855,0,00ac,1,0,1,0,0,000000a4
2856,2856,0,00ac,1,0,1,0,0,000000a4
2857,2857,0,00b0,1,0,1,0,0,000000a8
2858,2858,0,00b4,1,0,1,0,0,000000ac
2859,2859,0,0054,1,0,1,0,0,000000ac
2860,2860,0,0058,1,0,1,0,0,00000000
2861,2861,0,005c,1,0,1,0,0,00000054
2862,2862,0,0068,1,0,1,0,0,00000054
2863,2863,0,006c,1,0,1,0,0,00000000
2864,2864,0,0070,1,0,1,0,0,00000068
2865,2865,0,0070,1,0,1,0,0,00000068
2866,2866,0,0070,1,0,1,0,0,00000068
2867,2867,0,0074,1,0,1,0,0,0000006c
2868,2868,0,0078,1,0,1,0,0,00000070
2869,2869,0,007c,1,0,1,0,0,00000074
2870,2870,0,0080,1,0,1,0,0,00000078
2871,2871,0,0084,1,0,1,0,0,0000007c
2872,2872,0,0088,1,0,1,0,0,00000080
2873,2873,0,008c,1,0,1,0,0,00000084
2874,2874,0,0090,1,0,1,0,0,00000088
2875,2875,0,0090,1,0,1,0,0,00000088
2876,2876,0,0090,1,0,1,0,0,00000088
2877,2877,0,0094,1,0,1,0,0,0000008c
2878,2878,0,0094,1,0,1,0,0,0000008c
2879,2879,0,0098,1,0,1,0,0,00000090
2880,2880,0,009c,1,0,1,0,0,00000094
2881,2881,0,00a0,1,0,1,0,0,00000098
2882,2882,0,00a4,1,0,1,0,0,0000009c
